{'seq': 1920, 'type': 'Truck', 'timestamp': '2023-11-19T18:41:00', 'truckId': 191, 'positionLatitude': 38.0453987121582, 'positionLongitude': -84.42088317871094, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2272, 'type': 'Truck', 'timestamp': '2023-11-19T20:54:50', 'truckId': 373, 'positionLatitude': 38.2528076171875, 'positionLongitude': -85.50286865234375, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2273, 'type': 'Truck', 'timestamp': '2023-11-19T20:55:04', 'truckId': 426, 'positionLatitude': 35.23694610595703, 'positionLongitude': -86.8879165649414, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2274, 'type': 'Truck', 'timestamp': '2023-11-19T20:55:54', 'truckId': 172, 'positionLatitude': 36.69145584106445, 'positionLongitude': -77.54801177978516, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2275, 'type': 'Truck', 'timestamp': '2023-11-19T20:56:27', 'truckId': 218, 'positionLatitude': 42.67710494995117, 'positionLongitude': -86.1700668334961, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2276, 'type': 'Truck', 'timestamp': '2023-11-19T20:56:30', 'truckId': 422, 'positionLatitude': 40.03549957275391, 'positionLongitude': -74.81277465820312, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2277, 'type': 'Truck', 'timestamp': '2023-11-19T20:56:36', 'truckId': 271, 'positionLatitude': 41.648582458496094, 'positionLongitude': -72.6732406616211, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2278, 'type': 'Truck', 'timestamp': '2023-11-19T20:57:16', 'truckId': 244, 'positionLatitude': 39.05095672607422, 'positionLongitude': -77.45478057861328, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2279, 'type': 'Truck', 'timestamp': '2023-11-19T20:57:20', 'truckId': 177, 'positionLatitude': 39.150169372558594, 'positionLongitude': -81.54668426513672, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2280, 'type': 'Truck', 'timestamp': '2023-11-19T20:58:52', 'truckId': 336, 'positionLatitude': 41.043731689453125, 'positionLongitude': -73.78884887695312, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2281, 'type': 'Truck', 'timestamp': '2023-11-19T20:59:36', 'truckId': 216, 'positionLatitude': 37.32346725463867, 'positionLongitude': -77.40026092529297, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2282, 'type': 'Truck', 'timestamp': '2023-11-19T20:59:46', 'truckId': 248, 'positionLatitude': 39.88207626342773, 'positionLongitude': -75.52173614501953, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2283, 'type': 'Truck', 'timestamp': '2023-11-19T21:00:55', 'truckId': 429, 'positionLatitude': 40.49480438232422, 'positionLongitude': -75.38175201416016, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2284, 'type': 'Truck', 'timestamp': '2023-11-19T21:01:58', 'truckId': 209, 'positionLatitude': 38.35688781738281, 'positionLongitude': -80.8369140625, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2285, 'type': 'Truck', 'timestamp': '2023-11-19T21:02:50', 'truckId': 110, 'positionLatitude': 35.911163330078125, 'positionLongitude': -84.59228515625, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2286, 'type': 'Truck', 'timestamp': '2023-11-19T21:02:51', 'truckId': 160, 'positionLatitude': 40.7423210144043, 'positionLongitude': -82.4529800415039, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2287, 'type': 'Truck', 'timestamp': '2023-11-19T21:03:24', 'truckId': 104, 'positionLatitude': 40.91226577758789, 'positionLongitude': -74.73966979980469, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2288, 'type': 'Truck', 'timestamp': '2023-11-19T21:03:26', 'truckId': 239, 'positionLatitude': 39.8599739074707, 'positionLongitude': -84.97798919677734, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2289, 'type': 'Truck', 'timestamp': '2023-11-19T21:03:37', 'truckId': 296, 'positionLatitude': 42.41385269165039, 'positionLongitude': -79.41657257080078, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2290, 'type': 'Truck', 'timestamp': '2023-11-19T21:03:55', 'truckId': 113, 'positionLatitude': 41.67451095581055, 'positionLongitude': -87.65766143798828, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2291, 'type': 'Truck', 'timestamp': '2023-11-19T21:04:37', 'truckId': 216, 'positionLatitude': 37.38776016235352, 'positionLongitude': -77.41999053955078, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2292, 'type': 'Truck', 'timestamp': '2023-11-19T21:05:27', 'truckId': 388, 'positionLatitude': 37.07622909545898, 'positionLongitude': -77.56827545166016, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2293, 'type': 'Truck', 'timestamp': '2023-11-19T21:05:29', 'truckId': 370, 'positionLatitude': 40.99385833740234, 'positionLongitude': -75.16720581054688, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2294, 'type': 'Truck', 'timestamp': '2023-11-19T21:06:25', 'truckId': 290, 'positionLatitude': 38.75005722045898, 'positionLongitude': -77.18473815917969, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2295, 'type': 'Truck', 'timestamp': '2023-11-19T21:07:12', 'truckId': 181, 'positionLatitude': 39.99726486206055, 'positionLongitude': -77.55500793457031, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2296, 'type': 'Truck', 'timestamp': '2023-11-19T21:08:11', 'truckId': 416, 'positionLatitude': 41.53681182861328, 'positionLongitude': -72.9660873413086, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2297, 'type': 'Truck', 'timestamp': '2023-11-19T21:08:35', 'truckId': 360, 'positionLatitude': 40.66132736206055, 'positionLongitude': -74.18522644042969, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2298, 'type': 'Truck', 'timestamp': '2023-11-19T21:08:47', 'truckId': 378, 'positionLatitude': 40.14208221435547, 'positionLongitude': -80.31291198730469, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2299, 'type': 'Truck', 'timestamp': '2023-11-19T21:08:58', 'truckId': 236, 'positionLatitude': 36.0496826171875, 'positionLongitude': -83.34950256347656, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2300, 'type': 'Truck', 'timestamp': '2023-11-19T21:10:15', 'truckId': 373, 'positionLatitude': 38.1649284362793, 'positionLongitude': -84.89592742919922, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2301, 'type': 'Truck', 'timestamp': '2023-11-19T21:11:23', 'truckId': 363, 'positionLatitude': 33.86622619628906, 'positionLongitude': -80.11465454101562, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2302, 'type': 'Truck', 'timestamp': '2023-11-19T21:11:41', 'truckId': 265, 'positionLatitude': 37.96660232543945, 'positionLongitude': -84.3888931274414, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2303, 'type': 'Truck', 'timestamp': '2023-11-19T21:11:52', 'truckId': 111, 'positionLatitude': 40.48129653930664, 'positionLongitude': -76.26715850830078, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2304, 'type': 'Truck', 'timestamp': '2023-11-19T21:11:52', 'truckId': 105, 'positionLatitude': 38.66916275024414, 'positionLongitude': -85.01919555664062, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2305, 'type': 'Truck', 'timestamp': '2023-11-19T21:11:54', 'truckId': 384, 'positionLatitude': 37.09682083129883, 'positionLongitude': -80.50914001464844, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2306, 'type': 'Truck', 'timestamp': '2023-11-19T21:12:22', 'truckId': 336, 'positionLatitude': 41.029056549072266, 'positionLongitude': -73.60110473632812, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2307, 'type': 'Truck', 'timestamp': '2023-11-19T21:12:29', 'truckId': 417, 'positionLatitude': 40.98949813842773, 'positionLongitude': -81.49380493164062, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2308, 'type': 'Truck', 'timestamp': '2023-11-19T21:13:17', 'truckId': 369, 'positionLatitude': 40.28544616699219, 'positionLongitude': -82.9258041381836, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2309, 'type': 'Truck', 'timestamp': '2023-11-19T21:14:09', 'truckId': 168, 'positionLatitude': 40.84389114379883, 'positionLongitude': -73.92677307128906, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2310, 'type': 'Truck', 'timestamp': '2023-11-19T21:15:15', 'truckId': 373, 'positionLatitude': 38.15764236450195, 'positionLongitude': -84.88867950439453, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2311, 'type': 'Truck', 'timestamp': '2023-11-19T21:16:27', 'truckId': 170, 'positionLatitude': 39.85776138305664, 'positionLongitude': -82.93822479248047, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2312, 'type': 'Truck', 'timestamp': '2023-11-19T21:19:09', 'truckId': 135, 'positionLatitude': 40.64289093017578, 'positionLongitude': -74.0196762084961, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2313, 'type': 'Truck', 'timestamp': '2023-11-19T21:19:13', 'truckId': 125, 'positionLatitude': 35.909278869628906, 'positionLongitude': -84.87234497070312, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2314, 'type': 'Truck', 'timestamp': '2023-11-19T21:19:26', 'truckId': 171, 'positionLatitude': 41.02520751953125, 'positionLongitude': -81.90475463867188, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2315, 'type': 'Truck', 'timestamp': '2023-11-19T21:19:46', 'truckId': 366, 'positionLatitude': 40.599945068359375, 'positionLongitude': -74.2697525024414, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2316, 'type': 'Truck', 'timestamp': '2023-11-19T21:20:21', 'truckId': 163, 'positionLatitude': 41.20402526855469, 'positionLongitude': -79.92160034179688, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2317, 'type': 'Truck', 'timestamp': '2023-11-19T21:20:32', 'truckId': 267, 'positionLatitude': 40.64691162109375, 'positionLongitude': -74.58164978027344, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2318, 'type': 'Truck', 'timestamp': '2023-11-19T21:21:30', 'truckId': 218, 'positionLatitude': 42.33917617797852, 'positionLongitude': -86.2917251586914, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2319, 'type': 'Truck', 'timestamp': '2023-11-19T21:21:39', 'truckId': 271, 'positionLatitude': 41.46406936645508, 'positionLongitude': -72.77645111083984, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2320, 'type': 'Truck', 'timestamp': '2023-11-19T21:23:51', 'truckId': 208, 'positionLatitude': 39.98394012451172, 'positionLongitude': -85.90769958496094, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2321, 'type': 'Truck', 'timestamp': '2023-11-19T21:24:04', 'truckId': 390, 'positionLatitude': 36.97518539428711, 'positionLongitude': -84.11141967773438, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2322, 'type': 'Truck', 'timestamp': '2023-11-19T21:24:15', 'truckId': 103, 'positionLatitude': 40.71792984008789, 'positionLongitude': -74.54168701171875, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2323, 'type': 'Truck', 'timestamp': '2023-11-19T21:24:26', 'truckId': 204, 'positionLatitude': 37.936134338378906, 'positionLongitude': -85.65958404541016, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2324, 'type': 'Truck', 'timestamp': '2023-11-19T21:24:49', 'truckId': 366, 'positionLatitude': 40.56315994262695, 'positionLongitude': -74.30030822753906, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2325, 'type': 'Truck', 'timestamp': '2023-11-19T21:25:17', 'truckId': 105, 'positionLatitude': 38.5435791015625, 'positionLongitude': -85.21208953857422, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2326, 'type': 'Truck', 'timestamp': '2023-11-19T21:25:31', 'truckId': 388, 'positionLatitude': 37.33481597900391, 'positionLongitude': -77.40235900878906, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2327, 'type': 'Truck', 'timestamp': '2023-11-19T21:26:28', 'truckId': 170, 'positionLatitude': 39.89914321899414, 'positionLongitude': -82.93641662597656, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2328, 'type': 'Truck', 'timestamp': '2023-11-19T21:27:59', 'truckId': 160, 'positionLatitude': 40.64778137207031, 'positionLongitude': -82.54661560058594, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2329, 'type': 'Truck', 'timestamp': '2023-11-19T21:28:43', 'truckId': 411, 'positionLatitude': 40.58499526977539, 'positionLongitude': -75.57433319091797, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2330, 'type': 'Truck', 'timestamp': '2023-11-19T21:29:27', 'truckId': 204, 'positionLatitude': 37.85346984863281, 'positionLongitude': -85.71062469482422, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2331, 'type': 'Truck', 'timestamp': '2023-11-19T21:29:43', 'truckId': 351, 'positionLatitude': 35.43666458129883, 'positionLongitude': -86.03633117675781, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2332, 'type': 'Truck', 'timestamp': '2023-11-19T21:30:00', 'truckId': 153, 'positionLatitude': 35.98735809326172, 'positionLongitude': -79.88089752197266, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2333, 'type': 'Truck', 'timestamp': '2023-11-19T21:30:31', 'truckId': 389, 'positionLatitude': 35.106201171875, 'positionLongitude': -80.92962646484375, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2334, 'type': 'Truck', 'timestamp': '2023-11-19T21:31:02', 'truckId': 121, 'positionLatitude': 35.90928649902344, 'positionLongitude': -84.07896423339844, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2335, 'type': 'Truck', 'timestamp': '2023-11-19T21:31:25', 'truckId': 281, 'positionLatitude': 36.44719696044922, 'positionLongitude': -86.69882202148438, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2336, 'type': 'Truck', 'timestamp': '2023-11-19T21:32:53', 'truckId': 110, 'positionLatitude': 36.046142578125, 'positionLongitude': -85.12606048583984, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2337, 'type': 'Truck', 'timestamp': '2023-11-19T21:32:55', 'truckId': 319, 'positionLatitude': 44.35555648803711, 'positionLongitude': -72.7870864868164, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2338, 'type': 'Truck', 'timestamp': '2023-11-19T21:33:46', 'truckId': 279, 'positionLatitude': 33.57772445678711, 'positionLongitude': -85.92798614501953, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2339, 'type': 'Truck', 'timestamp': '2023-11-19T21:34:06', 'truckId': 344, 'positionLatitude': 37.94304656982422, 'positionLongitude': -84.38197326660156, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2340, 'type': 'Truck', 'timestamp': '2023-11-19T21:34:49', 'truckId': 366, 'positionLatitude': 40.54001998901367, 'positionLongitude': -74.38704681396484, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2341, 'type': 'Truck', 'timestamp': '2023-11-19T21:34:57', 'truckId': 367, 'positionLatitude': 35.867034912109375, 'positionLongitude': -83.18455505371094, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2342, 'type': 'Truck', 'timestamp': '2023-11-19T21:35:01', 'truckId': 336, 'positionLatitude': 41.144927978515625, 'positionLongitude': -73.26264190673828, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2343, 'type': 'Truck', 'timestamp': '2023-11-19T21:35:08', 'truckId': 426, 'positionLatitude': 34.681007385253906, 'positionLongitude': -86.85645294189453, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2344, 'type': 'Truck', 'timestamp': '2023-11-19T21:35:57', 'truckId': 429, 'positionLatitude': 40.0910530090332, 'positionLongitude': -75.3080062866211, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2345, 'type': 'Truck', 'timestamp': '2023-11-19T21:36:22', 'truckId': 377, 'positionLatitude': 35.860450744628906, 'positionLongitude': -80.0647964477539, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2346, 'type': 'Truck', 'timestamp': '2023-11-19T21:36:26', 'truckId': 379, 'positionLatitude': 32.737335205078125, 'positionLongitude': -80.84336853027344, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2347, 'type': 'Truck', 'timestamp': '2023-11-19T21:37:26', 'truckId': 395, 'positionLatitude': 40.57817840576172, 'positionLongitude': -75.90251159667969, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2348, 'type': 'Truck', 'timestamp': '2023-11-19T21:38:00', 'truckId': 160, 'positionLatitude': 40.53017044067383, 'positionLongitude': -82.67311096191406, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2349, 'type': 'Truck', 'timestamp': '2023-11-19T21:38:17', 'truckId': 227, 'positionLatitude': 34.29825592041016, 'positionLongitude': -83.40247344970703, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2350, 'type': 'Truck', 'timestamp': '2023-11-19T21:38:37', 'truckId': 315, 'positionLatitude': 39.916690826416016, 'positionLongitude': -83.69657897949219, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2351, 'type': 'Truck', 'timestamp': '2023-11-19T21:39:41', 'truckId': 295, 'positionLatitude': 38.19302749633789, 'positionLongitude': -84.5249252319336, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2352, 'type': 'Truck', 'timestamp': '2023-11-19T21:39:54', 'truckId': 158, 'positionLatitude': 39.84178924560547, 'positionLongitude': -75.38444519042969, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2353, 'type': 'Truck', 'timestamp': '2023-11-19T21:40:58', 'truckId': 429, 'positionLatitude': 40.0333251953125, 'positionLongitude': -75.36126708984375, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2354, 'type': 'Truck', 'timestamp': '2023-11-19T21:41:08', 'truckId': 310, 'positionLatitude': 38.40018844604492, 'positionLongitude': -82.37863159179688, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2355, 'type': 'Truck', 'timestamp': '2023-11-19T21:42:19', 'truckId': 125, 'positionLatitude': 36.12824249267578, 'positionLongitude': -85.25775146484375, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2356, 'type': 'Truck', 'timestamp': '2023-11-19T21:42:49', 'truckId': 349, 'positionLatitude': 37.80342864990234, 'positionLongitude': -80.1964340209961, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2357, 'type': 'Truck', 'timestamp': '2023-11-19T21:42:52', 'truckId': 241, 'positionLatitude': 37.78367233276367, 'positionLongitude': -84.31947326660156, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2358, 'type': 'Truck', 'timestamp': '2023-11-19T21:43:37', 'truckId': 315, 'positionLatitude': 39.89076232910156, 'positionLongitude': -83.79278564453125, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2359, 'type': 'Truck', 'timestamp': '2023-11-19T21:44:00', 'truckId': 336, 'positionLatitude': 41.166595458984375, 'positionLongitude': -73.2164535522461, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2360, 'type': 'Truck', 'timestamp': '2023-11-19T21:44:03', 'truckId': 236, 'positionLatitude': 36.01544189453125, 'positionLongitude': -83.98213195800781, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2361, 'type': 'Truck', 'timestamp': '2023-11-19T21:44:49', 'truckId': 178, 'positionLatitude': 32.93770217895508, 'positionLongitude': -80.6865005493164, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2362, 'type': 'Truck', 'timestamp': '2023-11-19T21:45:00', 'truckId': 260, 'positionLatitude': 36.007667541503906, 'positionLongitude': -83.53121948242188, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2363, 'type': 'Truck', 'timestamp': '2023-11-19T21:45:11', 'truckId': 228, 'positionLatitude': 32.81232070922852, 'positionLongitude': -85.22186279296875, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2364, 'type': 'Truck', 'timestamp': '2023-11-19T21:45:16', 'truckId': 352, 'positionLatitude': 37.37587738037109, 'positionLongitude': -79.91160583496094, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2365, 'type': 'Truck', 'timestamp': '2023-11-19T21:45:32', 'truckId': 389, 'positionLatitude': 35.28789138793945, 'positionLongitude': -80.85002136230469, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2366, 'type': 'Truck', 'timestamp': '2023-11-19T21:46:08', 'truckId': 310, 'positionLatitude': 38.39756393432617, 'positionLongitude': -82.46698760986328, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2367, 'type': 'Truck', 'timestamp': '2023-11-19T21:46:35', 'truckId': 422, 'positionLatitude': 39.66497039794922, 'positionLongitude': -75.6048812866211, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2368, 'type': 'Truck', 'timestamp': '2023-11-19T21:47:56', 'truckId': 319, 'positionLatitude': 44.42368316650391, 'positionLongitude': -73.02995300292969, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2369, 'type': 'Truck', 'timestamp': '2023-11-19T21:48:14', 'truckId': 416, 'positionLatitude': 41.419769287109375, 'positionLongitude': -73.62237548828125, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2370, 'type': 'Truck', 'timestamp': '2023-11-19T21:48:18', 'truckId': 174, 'positionLatitude': 43.777042388916016, 'positionLongitude': -79.6701431274414, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2371, 'type': 'Truck', 'timestamp': '2023-11-19T21:48:41', 'truckId': 315, 'positionLatitude': 39.89320755004883, 'positionLongitude': -83.90199279785156, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2372, 'type': 'Truck', 'timestamp': '2023-11-19T21:50:01', 'truckId': 347, 'positionLatitude': 40.302879333496094, 'positionLongitude': -76.87997436523438, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2373, 'type': 'Truck', 'timestamp': '2023-11-19T21:50:02', 'truckId': 153, 'positionLatitude': 35.83018112182617, 'positionLongitude': -80.14922332763672, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2374, 'type': 'Truck', 'timestamp': '2023-11-19T21:51:56', 'truckId': 321, 'positionLatitude': 40.57773971557617, 'positionLongitude': -75.80988311767578, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2375, 'type': 'Truck', 'timestamp': '2023-11-19T21:52:53', 'truckId': 383, 'positionLatitude': 40.22743225097656, 'positionLongitude': -76.37969207763672, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2376, 'type': 'Truck', 'timestamp': '2023-11-19T21:52:55', 'truckId': 110, 'positionLatitude': 36.136207580566406, 'positionLongitude': -85.47882080078125, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2377, 'type': 'Truck', 'timestamp': '2023-11-19T21:53:14', 'truckId': 416, 'positionLatitude': 41.494625091552734, 'positionLongitude': -73.66614532470703, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2378, 'type': 'Truck', 'timestamp': '2023-11-19T21:54:44', 'truckId': 295, 'positionLatitude': 37.987342834472656, 'positionLongitude': -84.39225006103516, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2379, 'type': 'Truck', 'timestamp': '2023-11-19T21:54:48', 'truckId': 178, 'positionLatitude': 32.968692779541016, 'positionLongitude': -80.81269073486328, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2380, 'type': 'Truck', 'timestamp': '2023-11-19T21:55:02', 'truckId': 347, 'positionLatitude': 40.30297470092773, 'positionLongitude': -76.96714782714844, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2381, 'type': 'Truck', 'timestamp': '2023-11-19T21:55:38', 'truckId': 194, 'positionLatitude': 40.66357803344727, 'positionLongitude': -80.09525299072266, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2382, 'type': 'Truck', 'timestamp': '2023-11-19T21:56:00', 'truckId': 429, 'positionLatitude': 39.86423110961914, 'positionLongitude': -75.34869384765625, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2383, 'type': 'Truck', 'timestamp': '2023-11-19T21:56:36', 'truckId': 422, 'positionLatitude': 39.62899017333984, 'positionLongitude': -75.63578033447266, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2384, 'type': 'Truck', 'timestamp': '2023-11-19T21:56:36', 'truckId': 422, 'positionLatitude': 39.57297134399414, 'positionLongitude': -75.66218566894531, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2385, 'type': 'Truck', 'timestamp': '2023-11-19T21:56:47', 'truckId': 375, 'positionLatitude': 32.434043884277344, 'positionLongitude': -82.59749603271484, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2386, 'type': 'Truck', 'timestamp': '2023-11-19T21:57:00', 'truckId': 384, 'positionLatitude': 36.867183685302734, 'positionLongitude': -81.41378021240234, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2387, 'type': 'Truck', 'timestamp': '2023-11-19T21:57:59', 'truckId': 110, 'positionLatitude': 36.09212493896485, 'positionLongitude': -85.50572204589844, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2388, 'type': 'Truck', 'timestamp': '2023-11-19T21:58:32', 'truckId': 239, 'positionLatitude': 39.81951522827149, 'positionLongitude': -85.88645935058594, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2389, 'type': 'Truck', 'timestamp': '2023-11-19T21:58:48', 'truckId': 382, 'positionLatitude': 41.07025146484375, 'positionLongitude': -73.48602294921875, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
